Name,Author,CatID,PubID,TitleID,PlaceID,Pages,Press,Parts,Notes
ابن الامير وعصره - صورة من كفاح شعب اليمن,قاسم احمد - حسين الياغي - محمد الاكوع - عبدالله السماحي - محمود زايد,49,1126,NULL,42,363,الثانية,NULL,
مجلة الاحكام العدلية,الاتحاد السوري,90,1076,NULL,77,391,الخامسة,NULL,
الامراض الشائعة,الدكتور محمي الدين طالو العلي,NULL,408,NULL,70,396,,NULL,
تاملات,مالك بن نبي,4,555,NULL,70,437,,NULL,
الاقتصاد السياسي للراسمالية الاحتكارية المعاصرة - الجزء الاول,مجموعة من الاقتصاديين - ترجمة الدكتور محمد كمال زبيدة - حمزة برقاوي,24,1119,NULL,70,159,,3,
الاقتصاد السياسي للراسمالية الاحتكارية المعاصرة - الجزء الثاني,مجموعة من الاقتصاديين - ترجمة الدكتور محمد كمال زبيدة - حمزة برقاوي,24,1119,NULL,70,375,,3,
الاقتصاد السياسي للراسمالية الاحتكارية المعاصرة - الجزء الثالث,مجموعة من الاقتصاديين - ترجمة الدكتور محمد كمال زبيدة - حمزة برقاوي,24,1119,NULL,70,176,,3,
فهرس الخطة الشاملة للثقافة العربية,المنظمة العربية للتربية والثقافة والعلوم,181,NULL,NULL,19,NULL,,NULL,
ندوة المحاضرات - موسم حج 1390هـ,رابطة العالم الاسلامي,NULL,989,NULL,19,278,,1,
استخدام العينات في مجال البحوث الميدانية,عبدالعظيم الحسن محمد خضر,93,1252,NULL,19,63,,NULL,
الوثيقة - الملف يسجل ما نشر حول احداث الغزو العراقي الغاشم لدولة الكويت,,45,1265,NULL,19,NULL,,NULL,
التحديات الحضارية والغزو الثقافي لدول الخليج العربي,مكتب التربية العربية لدول الخليج,186,1162,NULL,76,527,,NULL,
ثورة 1948 الميلاد والمسيرة والمؤثرات,مركز الدراسات والبحوث اليمني,NULL,135,NULL,56,632,الاولى,NULL,
الفكر السياسي الامريكي,نورتون فريش - ريتشارد ستيفنز,52,265,NULL,56,312,الاولى,NULL,
الحقيقة اغرب من الخيال - الف قصة واقعية مشوقة ومثيرة,اندره كسبار,151,320,NULL,56,318,,NULL,
هل للقانون الرومي تأثير على الفقه الاسلامي,,175,334,NULL,56,189,الاولى,NULL,
مجموعة رسائل الامام الشهيد حسن البنا,المؤسسة الاسلامية للطباعة والصحافة والنشر,NULL,337,NULL,56,443,الثانية,NULL,(مجلد)
حركة رشيد عالي الكيلاني,اسماعيل احمد ياغي,41,382,NULL,56,320,,NULL,
الحرب الثورية في فيتنام,"غابرييل بونيه - ترجمة اكرم ديري، المقدم الهثيم الايوبي",86,382,NULL,56,271,الاولى,NULL,
الصراع على الخليج العربي,الجبهة الشعبية في البحرين,106,382,NULL,56,NULL,الاولى,NULL,
شبه الجزيرة في عهد الملك عبدالعزيز - المجلد الاول (3-4),خيرالدين الزركلي,NULL,415,NULL,56,1460,الثالثة,2,
المسلمون في الاتحاد السوفيتي,تعريب الدكتور احسان حقي,NULL,435,NULL,56,368,الاولى,NULL,
علم التاريخ عند المسلمين,فرانز روزنثال - ترجمة الدكتور صالح احمد العلي,NULL,435,NULL,56,NULL,الثانية,NULL,
مقدمة في الاقتصاد,"د. محمد محروس اسماعيل، د. محمد الليثي، د. عمرو محي الدين",24,502,NULL,56,567,الثالثة,NULL,
الفتنة ووقعة الجمل,سيف بن عمر الضبي الاسدي - جمع احمد عرموش,NULL,515,NULL,56,217,الاولى,NULL,
الانسان ذلك المجهول,الكيس كاريل - ترجمة شفيق اسعد فريد,NULL,660,NULL,56,359,,NULL,
المفكرة المخفية لحرب الخليج - رؤية مطلعة على العد العكسي للازمة,بيار سالنجر - اريك لوران,86,734,NULL,56,235,الاولى,NULL,
الخداع - جديد العلاقات الامريكية الاسرائيلية بعد كتاب من يحرؤ على الكلام,بول فندلي,52,734,NULL,56,402,الاولى,NULL,
تاريخ العرب,الدكتور فيليب حتي - الدكتور ادورد جرجي - الدكتور جبرائيل جبور,NULL,1054,NULL,56,920,الثامنة,NULL,
كتاب الأنس (3),سمير شيخاني,NULL,1068,NULL,56,623,,3,
دليل كتاب ورسامي أدب الاطفال,جوليندا ابوالنصر - انيتا نصار - هلا خوري,9,1090,NULL,56,159,الاولى,NULL,
تاريخ الدولة الاسلامية وتشريعها,المستشرقة البولينية يوجينا غيانة ستشيجفسكا,60,1092,NULL,56,438,الاولى,NULL,
يهود العالم والصهيونية واسرائيل,,NULL,1118,NULL,56,124,,NULL,مجموعة مقالات
مقالات في الدعاية الصهيونية وحرب اكتوبر,محمد علي العويني - السيد عليوه حسن - سمير كنعاني,86,1118,NULL,56,62,,NULL,
رجال السياسة الاسرائيليون,انيس صايغ - غازي دانيال,16,1118,NULL,56,125,,NULL,
القات في حياة اليمن واليمانيين - رصد ودراسات وتحاليل,مركز الدراسات والبحوث اليمني,49,1127,NULL,56,340,,NULL,
ثورة 26 سبتمبر (دراسات وشهادات للتاريخ),مركز الدراسات والبحوث اليمني,49,1127,NULL,56,442,الاولى,NULL,
لعية الامم,مايلز كوبلاند - تعريب مروان خير,106,1139,NULL,56,327,الاولى,NULL,
اساسيات الانترنت,د. ماهر سليمان - م. حسام عابد - م. اياد خدام,71,1259,NULL,56,264,,NULL,
بنيامين نتنياهو - رئيس وزراء اسرائيل - مكان تحت الشمس,بنيامين نتنياهو - ترجمة محمد عوده الدويري,108,747,NULL,87,484,الثانية,NULL,
التنمية من منظور اسلامي - الجزء الاول,مؤسسة ال البيت,181,1051,NULL,87,643,,2,
التنمية من منظور اسلامي - الجزء الثاني,مؤسسة ال البيت,181,1051,NULL,87,1330,,2,
الشوري في الاسلام - الجزء الاول,,NULL,1052,NULL,87,378,,3,
مذكرات جورج شولتز - اضراب ونصر,,108,1120,NULL,87,496,الاولى,NULL,
الاسرائيليون الجدد - مشهد تفصيلي لمجتمع متغير!,يوسي مليمان - ترجمة مالك فاضل البديري,16,1120,NULL,87,239,,NULL,
سياست تقاسم القوى - الكونغرس والسلطة التنفيذية,لويس فيشر - ترجمة مازن حماد,52,1120,NULL,87,306,الثالثة,NULL,
داخل السي اي ايه - المخابرات المركزية الامريكية,رونالد كيسلر - ترجمة مالك فاضل البديري,52,1120,NULL,87,284,الثانية,NULL,
الاردن وازمة الخليج,,106,1242,NULL,87,NULL,,NULL,
العولمة والهوية,اكاديمية المملكة المغربية,141,1165,NULL,16,NULL,,NULL,
الرمال العربية - ويلفرد ثيسجر الملقب مبارك بن لندن,"ريتشار هولمز ، التاميز",108,NULL,NULL,8,345,الثالثة,NULL,
الثقة - الفضائل الاجتماعية وتحقيق الازدهار,فرانسيس فوكوياما,93,1130,NULL,8,541,الاولى,NULL,
الله يتجلى في عصر العلم,نخبة من العلماء الامريكيين,NULL,998,NULL,28,166,الثالثة,1,
المستقبل الثقافي للعالم الاسلامي من خلال واقعه المعاصر,المنظمة الاسلامية للتربية والعلوم والثقافة,181,1053,NULL,88,305,,NULL,
اطار تيولوجي للتسامح بين الامم المتدينة في اندونيسيا,هيئة البحوث والتنمية الدينية,181,1117,NULL,45,180,,NULL,
صناديق الاستثمار,في خدمة صغار وكبار المدخرين,NULL,216,NULL,7,84,,NULL,
عقائد السلف للائمة (احمد بن حنبل والبخاري وابن قتيبة وعثمان الدارمي),علي سامي النشار - عمار جمعي الطالبي,17,216,NULL,7,610,,NULL,
الوحدة الاسلامية الاطار النظري وخطوات التطبيق,الندوة العالمية للشباب الاسلامي,186,NULL,NULL,105,668,الاولى,NULL,ابحاث اللقاء السابع للندوة العالمية للشباب الاسلامي
مواطنون دعم المجتمع المدني في العالم,سيفيكوس - التحالف العالمي لمشاركة المواطنين,NULL,1131,NULL,113,501,,NULL,
العلاقات العربية الافريقية,محمد عمر بشير,93,1163,NULL,12,245,,NULL,
قضية لوكربي ومستقبل النظام الدولي,مجموعة من الخبراء والباحثين,106,1151,NULL,104,480,الاولى,NULL,
الموسم الثقافي الاول,ادارة البحث العلمي والنشاط الثقافي,76,1257,NULL,70,178,الاولى,NULL,
مبادئ ومفاهيم في طرق التدريس عامة والرياضيات خاصة,د. عبدالله محمد الشيخ عبدالله الخلف,71,995,1,NULL,63,,NULL,
السلفية - مرحلة زمنية مباركة لا مذهب اسلامي,الدكتور محمد سعيد رمضان البوطي,165,555,8,70,270,الاولى,NULL,
نقض اوهام المادية الجدلية (الديالكتيكية),الدكتور محمد سعيد رمضان البوطي,165,708,8,56,312,,NULL,
التفسير الواضح - المجلد الثاني,محمد محمود حجازي,NULL,716,9,26,NULL,,3,
التفسير الواضح - المجلد الثالث,محمد محمود حجازي,NULL,954,9,26,NULL,الثالثة,3,
مؤسسات واجهزة البحث الاجتماعي في مصر,الدكتور عزت حجازي,168,1144,9,26,175,,NULL,
نيل الاوطار شرح منتقى الاخبار - الجزء الاول (1-2),محمد بن علي بن محمد الشوكاني,NULL,142,13,26,398,الاخيرة,4,
نيل الاوطار شرح منتقى الاخبار - الجزء الثالث (3-4),محمد بن علي بن محمد الشوكاني,NULL,142,13,26,382,الاخيرة,4,
